          Category;  Run Identifier;  Power (Watt)
openjdk-hotspot-vm;         default;        89.580
openjdk-hotspot-vm;         default;        88.920
openjdk-hotspot-vm;         default;        90.870
openjdk-hotspot-vm;         default;        91.370
openjdk-hotspot-vm;         default;        90.900
openjdk-hotspot-vm;         default;        90.850
openjdk-hotspot-vm;         default;        90.740
openjdk-hotspot-vm;         default;        90.230
openjdk-hotspot-vm;         default;        92.210
openjdk-hotspot-vm;         default;        92.430
openjdk-hotspot-vm;         default;        91.650
openjdk-hotspot-vm;         default;        90.660
openjdk-hotspot-vm;         default;        91.480
openjdk-hotspot-vm;         default;        92.370
openjdk-hotspot-vm;         default;        89.340
openjdk-hotspot-vm;         default;        87.610
openjdk-hotspot-vm;         default;        87.360
openjdk-hotspot-vm;         default;        85.910
openjdk-hotspot-vm;         default;        87.330
openjdk-hotspot-vm;         default;        87.020
openjdk-hotspot-vm;         default;        87.970
openjdk-hotspot-vm;         default;        85.540
openjdk-hotspot-vm;         default;        87.560
openjdk-hotspot-vm;         default;        91.810
openjdk-hotspot-vm;         default;        89.440
openjdk-hotspot-vm;         default;        91.580
openjdk-hotspot-vm;         default;        90.790
openjdk-hotspot-vm;         default;        90.720
openjdk-hotspot-vm;         default;        92.050
openjdk-hotspot-vm;         default;        90.650
openjdk-hotspot-vm;         default;        91.010
openjdk-hotspot-vm;         default;        92.120
openjdk-hotspot-vm;         default;        91.750
openjdk-hotspot-vm;         default;        91.100
openjdk-hotspot-vm;         default;        90.850
openjdk-hotspot-vm;         default;        91.900
openjdk-hotspot-vm;         default;        91.360
openjdk-hotspot-vm;         default;        90.240
openjdk-hotspot-vm;         default;        91.300
openjdk-hotspot-vm;         default;        91.390
openjdk-hotspot-vm;         default;        91.590
openjdk-hotspot-vm;         default;        91.620
openjdk-hotspot-vm;         default;        91.070
openjdk-hotspot-vm;         default;        91.870
openjdk-hotspot-vm;         default;        91.880
openjdk-hotspot-vm;         default;        89.350
openjdk-hotspot-vm;         default;        93.760
openjdk-hotspot-vm;         default;        92.190
openjdk-hotspot-vm;         default;        90.450
openjdk-hotspot-vm;         default;        91.610
openjdk-hotspot-vm;         default;        92.510
openjdk-hotspot-vm;         default;        92.610
openjdk-hotspot-vm;         default;        91.600
openjdk-hotspot-vm;         default;        91.620
openjdk-hotspot-vm;         default;        91.620
openjdk-hotspot-vm;         default;        92.250
openjdk-hotspot-vm;         default;        92.630
openjdk-hotspot-vm;         default;        90.380
openjdk-hotspot-vm;         default;        90.530
openjdk-hotspot-vm;         default;        92.150
openjdk-hotspot-vm;         default;        90.690
openjdk-hotspot-vm;         default;        92.380
openjdk-hotspot-vm;         default;        92.330
openjdk-hotspot-vm;         default;        91.660
openjdk-hotspot-vm;         default;        92.200
openjdk-hotspot-vm;         default;        91.690
openjdk-hotspot-vm;         default;        92.030
openjdk-hotspot-vm;         default;        91.510
openjdk-hotspot-vm;         default;        91.760
openjdk-hotspot-vm;         default;        90.240
openjdk-hotspot-vm;         default;        90.460
openjdk-hotspot-vm;         default;        90.920
openjdk-hotspot-vm;         default;        91.450
openjdk-hotspot-vm;         default;        90.400
openjdk-hotspot-vm;         default;        92.240
openjdk-hotspot-vm;         default;        91.710
openjdk-hotspot-vm;         default;        89.830
openjdk-hotspot-vm;         default;        92.180
openjdk-hotspot-vm;         default;        92.030
openjdk-hotspot-vm;         default;        91.040
openjdk-hotspot-vm;         default;        92.980
openjdk-hotspot-vm;         default;        91.050
openjdk-hotspot-vm;         default;        91.900
openjdk-hotspot-vm;         default;        91.940
openjdk-hotspot-vm;         default;        91.580
openjdk-hotspot-vm;         default;        91.840
openjdk-hotspot-vm;         default;        90.560
openjdk-hotspot-vm;         default;        91.810
openjdk-hotspot-vm;         default;        92.060
openjdk-hotspot-vm;         default;        92.280
openjdk-hotspot-vm;         default;        92.810
openjdk-hotspot-vm;         default;        91.880
openjdk-hotspot-vm;         default;        90.240
openjdk-hotspot-vm;         default;        91.260
openjdk-hotspot-vm;         default;        92.190
openjdk-hotspot-vm;         default;        91.950
openjdk-hotspot-vm;         default;        92.020
openjdk-hotspot-vm;         default;        92.070
openjdk-hotspot-vm;         default;        93.180
openjdk-hotspot-vm;         default;        91.660
openjdk-hotspot-vm;         default;        92.960
openjdk-hotspot-vm;         default;        92.110
openjdk-hotspot-vm;         default;        90.350
openjdk-hotspot-vm;         default;        92.410
openjdk-hotspot-vm;         default;        92.560
openjdk-hotspot-vm;         default;        91.980
openjdk-hotspot-vm;         default;        93.070
openjdk-hotspot-vm;         default;        91.810
openjdk-hotspot-vm;         default;        69.460
openjdk-hotspot-vm;         default;        76.110
openjdk-hotspot-vm;         default;        91.170
openjdk-hotspot-vm;         default;        92.370
openjdk-hotspot-vm;         default;        91.780
openjdk-hotspot-vm;         default;        91.810
openjdk-hotspot-vm;         default;        92.500
openjdk-hotspot-vm;         default;        92.530
openjdk-hotspot-vm;         default;        89.910
openjdk-hotspot-vm;         default;        92.590
openjdk-hotspot-vm;         default;        93.180
openjdk-hotspot-vm;         default;        92.480
openjdk-hotspot-vm;         default;        92.290
openjdk-hotspot-vm;         default;        92.480
openjdk-hotspot-vm;         default;        93.490
openjdk-hotspot-vm;         default;        93.590
openjdk-hotspot-vm;         default;        92.840
openjdk-hotspot-vm;         default;        91.320
openjdk-hotspot-vm;         default;        92.790
openjdk-hotspot-vm;         default;        92.840
openjdk-hotspot-vm;         default;        92.990
openjdk-hotspot-vm;         default;        92.150
openjdk-hotspot-vm;         default;        87.140
openjdk-hotspot-vm;         default;        89.070
openjdk-hotspot-vm;         default;        90.260
openjdk-hotspot-vm;         default;        92.530
openjdk-hotspot-vm;         default;        92.120
openjdk-hotspot-vm;         default;        65.380
openjdk-hotspot-vm;         default;        77.030
openjdk-hotspot-vm;         default;        67.080
openjdk-hotspot-vm;         default;        35.750
openjdk-hotspot-vm;         default;        30.840
openjdk-hotspot-vm;         default;        29.940
openjdk-hotspot-vm;         default;        31.450
openjdk-hotspot-vm;         default;        31.290
openjdk-hotspot-vm;         default;        30.300
openjdk-hotspot-vm;         default;        30.400
openjdk-hotspot-vm;         default;        54.730
openjdk-hotspot-vm;         default;        91.800
openjdk-hotspot-vm;         default;        89.140
openjdk-hotspot-vm;         default;        88.760
openjdk-hotspot-vm;         default;        92.110
openjdk-hotspot-vm;         default;        92.050
openjdk-hotspot-vm;         default;        91.190
openjdk-hotspot-vm;         default;        92.720
openjdk-hotspot-vm;         default;        92.770
openjdk-hotspot-vm;         default;        56.260
openjdk-hotspot-vm;         default;        92.800
openjdk-hotspot-vm;         default;        90.130
openjdk-hotspot-vm;         default;        91.670
openjdk-hotspot-vm;         default;        92.160
openjdk-hotspot-vm;         default;        73.150
openjdk-hotspot-vm;         default;        74.570
openjdk-hotspot-vm;         default;        53.750
openjdk-hotspot-vm;         default;        76.120
openjdk-hotspot-vm;         default;        31.090
openjdk-hotspot-vm;         default;        30.090
openjdk-hotspot-vm;         default;        30.690
openjdk-hotspot-vm;         default;        29.370
openjdk-hotspot-vm;         default;        29.890
openjdk-hotspot-vm;         default;        30.280
openjdk-hotspot-vm;         default;        71.460
openjdk-hotspot-vm;         default;        91.590
openjdk-hotspot-vm;         default;        92.640
openjdk-hotspot-vm;         default;        92.670
openjdk-hotspot-vm;         default;        92.090
openjdk-hotspot-vm;         default;        92.360
openjdk-hotspot-vm;         default;        89.850
openjdk-hotspot-vm;         default;        91.620
openjdk-hotspot-vm;         default;        93.030
openjdk-hotspot-vm;         default;        90.500
openjdk-hotspot-vm;         default;        89.610
openjdk-hotspot-vm;         default;        90.790
openjdk-hotspot-vm;         default;        91.860
openjdk-hotspot-vm;         default;        91.960
openjdk-hotspot-vm;         default;        85.350
openjdk-hotspot-vm;         default;        30.410
openjdk-hotspot-vm;         default;        29.990
openjdk-hotspot-vm;         default;        31.250
openjdk-hotspot-vm;         default;        30.470
openjdk-hotspot-vm;         default;        30.640
openjdk-hotspot-vm;         default;        30.690
openjdk-hotspot-vm;         default;        51.180
openjdk-hotspot-vm;         default;        91.580
openjdk-hotspot-vm;         default;        91.270
openjdk-hotspot-vm;         default;        90.280
openjdk-hotspot-vm;         default;        91.110
openjdk-hotspot-vm;         default;        92.670
openjdk-hotspot-vm;         default;        92.220
openjdk-hotspot-vm;         default;        90.720
openjdk-hotspot-vm;         default;        91.540
openjdk-hotspot-vm;         default;        92.000
openjdk-hotspot-vm;         default;        92.650
openjdk-hotspot-vm;         default;        92.860
openjdk-hotspot-vm;         default;        92.600
openjdk-hotspot-vm;         default;        90.760
openjdk-hotspot-vm;         default;        91.550
openjdk-hotspot-vm;         default;        92.330
openjdk-hotspot-vm;         default;        91.480
openjdk-hotspot-vm;         default;        90.520
openjdk-hotspot-vm;         default;        91.740
openjdk-hotspot-vm;         default;        93.040
openjdk-hotspot-vm;         default;        91.050
openjdk-hotspot-vm;         default;        92.890
openjdk-hotspot-vm;         default;        90.160
openjdk-hotspot-vm;         default;        91.310
openjdk-hotspot-vm;         default;        92.360
openjdk-hotspot-vm;         default;        92.140
openjdk-hotspot-vm;         default;        89.190
openjdk-hotspot-vm;         default;        92.760
openjdk-hotspot-vm;         default;        92.780
openjdk-hotspot-vm;         default;        92.060
openjdk-hotspot-vm;         default;        91.920
openjdk-hotspot-vm;         default;        91.910
openjdk-hotspot-vm;         default;        92.190
openjdk-hotspot-vm;         default;        92.440
openjdk-hotspot-vm;         default;        93.460
openjdk-hotspot-vm;         default;        92.680
openjdk-hotspot-vm;         default;        91.720
openjdk-hotspot-vm;         default;        90.520
openjdk-hotspot-vm;         default;        91.250
openjdk-hotspot-vm;         default;        92.360
openjdk-hotspot-vm;         default;        91.900
openjdk-hotspot-vm;         default;        92.210
openjdk-hotspot-vm;         default;        91.710
openjdk-hotspot-vm;         default;        92.610
openjdk-hotspot-vm;         default;        92.580
openjdk-hotspot-vm;         default;        90.820
openjdk-hotspot-vm;         default;        93.490
openjdk-hotspot-vm;         default;        92.320
openjdk-hotspot-vm;         default;        89.610
openjdk-hotspot-vm;         default;        93.540
openjdk-hotspot-vm;         default;        92.900
openjdk-hotspot-vm;         default;        92.740
openjdk-hotspot-vm;         default;        92.900
openjdk-hotspot-vm;         default;        93.320
openjdk-hotspot-vm;         default;        91.320
openjdk-hotspot-vm;         default;        91.880
openjdk-hotspot-vm;         default;        92.430
openjdk-hotspot-vm;         default;        92.010
openjdk-hotspot-vm;         default;        93.260
openjdk-hotspot-vm;         default;        91.080
openjdk-hotspot-vm;         default;        92.420
openjdk-hotspot-vm;         default;        92.470
openjdk-hotspot-vm;         default;        92.100
openjdk-hotspot-vm;         default;        92.980
openjdk-hotspot-vm;         default;        92.790
openjdk-hotspot-vm;         default;        92.210
openjdk-hotspot-vm;         default;        90.910
openjdk-hotspot-vm;         default;        93.210
openjdk-hotspot-vm;         default;        92.780
openjdk-hotspot-vm;         default;        92.580
openjdk-hotspot-vm;         default;        93.360
openjdk-hotspot-vm;         default;        93.700
openjdk-hotspot-vm;         default;        92.300
openjdk-hotspot-vm;         default;        92.360
openjdk-hotspot-vm;         default;        91.210
openjdk-hotspot-vm;         default;        92.590
openjdk-hotspot-vm;         default;        91.140
openjdk-hotspot-vm;         default;        92.590
openjdk-hotspot-vm;         default;        92.850
openjdk-hotspot-vm;         default;        91.640
openjdk-hotspot-vm;         default;        92.170
openjdk-hotspot-vm;         default;        91.800
openjdk-hotspot-vm;         default;        92.120
openjdk-hotspot-vm;         default;        92.050
openjdk-hotspot-vm;         default;        92.710
openjdk-hotspot-vm;         default;        92.400
openjdk-hotspot-vm;         default;        90.300
openjdk-hotspot-vm;         default;        93.080
openjdk-hotspot-vm;         default;        90.850
openjdk-hotspot-vm;         default;        93.290
openjdk-hotspot-vm;         default;        93.460
openjdk-hotspot-vm;         default;        91.350
openjdk-hotspot-vm;         default;        92.560
openjdk-hotspot-vm;         default;        92.010
openjdk-hotspot-vm;         default;        92.470
openjdk-hotspot-vm;         default;        90.320
openjdk-hotspot-vm;         default;        92.210
openjdk-hotspot-vm;         default;        92.410
openjdk-hotspot-vm;         default;        92.060
openjdk-hotspot-vm;         default;        91.010
openjdk-hotspot-vm;         default;        93.230
openjdk-hotspot-vm;         default;        90.640
openjdk-hotspot-vm;         default;        93.120
openjdk-hotspot-vm;         default;        91.940
openjdk-hotspot-vm;         default;        92.770
openjdk-hotspot-vm;         default;        92.640
openjdk-hotspot-vm;         default;        91.690
openjdk-hotspot-vm;         default;        92.350
openjdk-hotspot-vm;         default;        90.320
openjdk-hotspot-vm;         default;        92.190
openjdk-hotspot-vm;         default;        93.190
openjdk-hotspot-vm;         default;        92.560
openjdk-hotspot-vm;         default;        92.630
openjdk-hotspot-vm;         default;        92.270
openjdk-hotspot-vm;         default;        91.930
openjdk-hotspot-vm;         default;        90.520
openjdk-hotspot-vm;         default;        86.540
openjdk-hotspot-vm;         default;        92.710
openjdk-hotspot-vm;         default;        92.520
openjdk-hotspot-vm;         default;        91.020
openjdk-hotspot-vm;         default;        91.270
openjdk-hotspot-vm;         default;        90.200
openjdk-hotspot-vm;         default;        93.090
openjdk-hotspot-vm;         default;        94.690
openjdk-hotspot-vm;         default;        92.970
openjdk-hotspot-vm;         default;        92.480
openjdk-hotspot-vm;         default;        92.930
openjdk-hotspot-vm;         default;        92.870
openjdk-hotspot-vm;         default;        93.590
openjdk-hotspot-vm;         default;        92.900
openjdk-hotspot-vm;         default;        91.420
openjdk-hotspot-vm;         default;        92.870
openjdk-hotspot-vm;         default;        91.780
openjdk-hotspot-vm;         default;        92.930
openjdk-hotspot-vm;         default;        92.260
openjdk-hotspot-vm;         default;        91.120
openjdk-hotspot-vm;         default;        89.800
openjdk-hotspot-vm;         default;        92.650
openjdk-hotspot-vm;         default;        94.780
openjdk-hotspot-vm;         default;        91.130
openjdk-hotspot-vm;         default;        92.460
openjdk-hotspot-vm;         default;        92.680
openjdk-hotspot-vm;         default;        93.360
openjdk-hotspot-vm;         default;        94.660
openjdk-hotspot-vm;         default;        92.770
openjdk-hotspot-vm;         default;        92.020
openjdk-hotspot-vm;         default;        92.630
openjdk-hotspot-vm;         default;        93.470
openjdk-hotspot-vm;         default;        94.980
openjdk-hotspot-vm;         default;        91.720
openjdk-hotspot-vm;         default;        88.320
openjdk-hotspot-vm;         default;        93.210
openjdk-hotspot-vm;         default;        92.510
openjdk-hotspot-vm;         default;        91.260
openjdk-hotspot-vm;         default;        92.820
openjdk-hotspot-vm;         default;        93.550
openjdk-hotspot-vm;         default;        92.310
openjdk-hotspot-vm;         default;        92.950
openjdk-hotspot-vm;         default;        92.700
openjdk-hotspot-vm;         default;        94.380
openjdk-hotspot-vm;         default;        89.370
openjdk-hotspot-vm;         default;        87.880
openjdk-hotspot-vm;         default;        87.240
openjdk-hotspot-vm;         default;        88.130
openjdk-hotspot-vm;         default;        89.600
openjdk-hotspot-vm;         default;        48.590
openjdk-hotspot-vm;         default;        46.080
openjdk-hotspot-vm;         default;        24.070
openjdk-hotspot-vm;         default;        23.820
openjdk-hotspot-vm;         default;        24.260
openjdk-hotspot-vm;         default;        24.900
openjdk-hotspot-vm;         default;        23.590
openjdk-hotspot-vm;         default;        23.670
openjdk-hotspot-vm;         default;        60.670
openjdk-hotspot-vm;         default;        82.070
openjdk-hotspot-vm;         default;        84.320
openjdk-hotspot-vm;         default;        83.760
openjdk-hotspot-vm;         default;        79.150
openjdk-hotspot-vm;         default;        77.550
openjdk-hotspot-vm;         default;        87.780
openjdk-hotspot-vm;         default;        88.330
openjdk-hotspot-vm;         default;        88.820
openjdk-hotspot-vm;         default;        87.520
openjdk-hotspot-vm;         default;        88.220
openjdk-hotspot-vm;         default;        88.350
openjdk-hotspot-vm;         default;        87.060
openjdk-hotspot-vm;         default;        89.390
openjdk-hotspot-vm;         default;        86.090
openjdk-hotspot-vm;         default;        87.960
openjdk-hotspot-vm;         default;        86.420
